,Target_Salary,Target_Satisfied,LOAN_AMT,Business Title,Civil Service Title,Division/Work Unit,FormalEducation,DevType,HopeFiveYears,Age,purpose,title,dti,earliest_cr_line,last_pymnt_d,last_pymnt_amnt,last_credit_pull_d,emp_length,UndergradMajor_0,UndergradMajor_1,UndergradMajor_2,UndergradMajor_3,UndergradMajor_4,CompanySize_0,CompanySize_1,CompanySize_2,CompanySize_3,YearsCodingProf_0,YearsCodingProf_1,YearsCodingProf_2,YearsCodingProf_3,YearsCodingProf_4,YearsCodingProf_0,YearsCodingProf_1,YearsCodingProf_2,YearsCodingProf_3,YearsCodingProf_4,JobSearchStatus_0,JobSearchStatus_1,JobSearchStatus_2,LastNewJob_0,LastNewJob_1,LastNewJob_2,LastNewJob_3,AgreeDisagree1_0,AgreeDisagree1_1,AgreeDisagree1_2,AgreeDisagree1_3,AgreeDisagree1_0,AgreeDisagree1_1,AgreeDisagree1_2,AgreeDisagree1_3,term_0,term_1,loan_status_0,loan_status_1,loan_status_2,loan_status_3
366,57065.0,0,0.24390243902439024,57559.62087025777,0.0,0.25,58530.07004632452,0.14285714285714285,0.2006880733944954,0.22202327663384064,0.219526285384171,0.2213066509711595,7.93,0.0,0.22297297297297297,497.74,0.22289156626506024,0.18944099378881987,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1
367,57065.0,0,0.2721518987341772,57559.62087025777,0.0,0.25,58530.07004632452,0.18181818181818182,0.19616204690831557,0.20021762785636563,0.18120805369127516,0.18439716312056736,2.71,0.125,0.22916666666666666,9237.0,0.2128982128982129,0.18944099378881987,0,0,0,1,1,0,0,1,1,0,0,1,0,1,0,0,1,0,1,0,1,1,0,1,0,1,0,0,1,1,0,0,1,1,0,1,0,0,0,1
368,53134.0,0,0.3888888888888889,54685.82959766322,0.3333333333333333,0.25,58530.07004632452,0.16666666666666666,0.21975806451612903,0.20021762785636563,0.15877437325905291,0.16165951359084407,13.18,0.07692307692307693,0.140625,3362.68,0.2128982128982129,0.18944099378881987,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,1,0,0,1,1,0,1,0,0,0,1
369,53134.0,0,0.19117647058823528,54685.82959766322,0.3333333333333333,0.25,57805.34133826818,0.0,0.2006880733944954,0.20021762785636563,0.219526285384171,0.2213066509711595,25.52,0.0,0.22297297297297297,1248.88,0.2128982128982129,0.18944099378881987,0,0,0,1,1,0,1,1,0,0,1,0,1,1,0,1,0,1,1,0,0,1,0,0,1,0,0,0,1,1,0,0,1,1,0,1,0,0,0,1
370,67083.0,0,0.22580645161290322,68066.81715575067,0.16666666666666666,0.16666666666666666,57805.34133826818,0.228310502283105,0.2006880733944954,0.22202327663384064,0.18120805369127516,0.18439716312056736,22.48,0.22727272727272727,0.16666666666666666,307.0,0.25,0.2,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,1
371,67083.0,0,0.23076923076923078,68066.81715575067,0.16666666666666666,0.16666666666666666,58530.07004632452,0.1,0.21975806451612903,0.22202327663384064,0.219526285384171,0.2213066509711595,16.39,0.0,0.21153846153846154,61.78,0.20689655172413793,0.2,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1
372,33875.0,0,0.19117647058823528,58904.13979385607,0.2638888888888889,0.0,57805.34133826818,0.18181818181818182,0.21975806451612903,0.22202327663384064,0.219526285384171,0.2213066509711595,19.74,0.42857142857142855,0.22297297297297297,1252.26,0.22784810126582278,0.18944099378881987,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1
373,60435.0,0,0.19117647058823528,60023.288280240886,0.16666666666666666,0.0,58530.07004632452,0.22695035460992907,0.22370617696160267,0.20021762785636563,0.15877437325905291,0.16165951359084407,16.46,0.16666666666666666,0.21830985915492956,757.16,0.25806451612903225,0.18944099378881987,0,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0,1,0,1,0,1,1,0,0,0,1,0
374,60435.0,0,0.3,60023.288280240886,0.16666666666666666,0.0,58530.07004632452,0.24444444444444444,0.19616204690831557,0.20665083135391923,0.18120805369127516,0.18439716312056736,37.22,0.0,0.22297297297297297,235.17,0.22784810126582278,0.18,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,1,1,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1
375,48371.0,0,0.22580645161290322,51203.79758764851,0.0,0.0,60416.3413122257,0.0,0.2549800796812749,0.20021762785636563,0.219526285384171,0.2213066509711595,33.78,0.08333333333333333,0.22297297297297297,265.52,0.22289156626506024,0.18944099378881987,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,1,1,0,1,0,0,0,1
376,48371.0,0,0.0,51203.79758764851,0.0,0.0,60416.3413122257,0.0,0.19616204690831557,0.20021762785636563,0.219526285384171,0.2213066509711595,17.36,0.25,0.10256410256410256,52.76,0.125,0.18,0,0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,1,1,0,1,0,1,0,0,1,1,0,0,1,1,0,1,0,0,0,1
377,49990.0,1,0.5,53367.3068866714,0.16666666666666666,0.11764705882352941,58530.07004632452,0.16666666666666666,0.2549800796812749,0.22202327663384064,0.219526285384171,0.2213066509711595,18.51,0.5,0.21153846153846154,564.21,0.22784810126582278,0.21344902386117137,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,1
378,49990.0,0,0.2222222222222222,53367.3068866714,0.16666666666666666,0.11764705882352941,57805.34133826818,0.20444444444444446,0.2006880733944954,0.20021762785636563,0.219526285384171,0.2213066509711595,17.1,0.0,0.22388059701492538,16060.01,0.2128982128982129,0.2,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,1,1,0,1,0,0,0,1
379,209585.0,1,0.3333333333333333,169060.6752829061,0.5,0.375,57805.34133826818,0.125,0.2006880733944954,0.22202327663384064,0.219526285384171,0.2213066509711595,8.18,0.25,0.22388059701492538,1757.39,0.12244897959183673,0.16,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
380,209585.0,1,0.18617021276595744,169060.6752829061,0.5,0.375,58530.07004632452,1.0,0.19616204690831557,0.20021762785636563,0.219526285384171,0.2213066509711595,19.92,0.2727272727272727,0.2028985507246377,4627.09,0.13157894736842105,0.18944099378881987,0,0,0,1,1,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,1,0,1,0,1,0,0,1,1,0,0,1,1,0,1,0,0,0,1
381,69491.0,0,0.17333333333333334,72010.99992656492,0.1590909090909091,0.25,61703.59531396649,0.20444444444444446,0.2549800796812749,0.20665083135391923,0.219526285384171,0.2213066509711595,24.41,0.14285714285714285,0.2318840579710145,9899.41,0.125,0.20408163265306123,0,0,1,1,1,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1
382,69491.0,1,0.1782178217821782,72010.99992656492,0.1590909090909091,0.25,58530.07004632452,0.228310502283105,0.21975806451612903,0.22202327663384064,0.2375,0.23717948717948717,29.07,0.3333333333333333,0.21153846153846154,599.96,0.2128982128982129,0.18944099378881987,0,0,0,1,1,1,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,1
383,100000.0,0,0.0,88947.62094373704,0.25,0.125,58530.07004632452,0.25,0.18902439024390244,0.20021762785636563,0.219526285384171,0.125,18.21,0.3,0.2537313432835821,586.93,0.2128982128982129,0.18944099378881987,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,1
384,100000.0,0,0.18181818181818182,88947.62094373704,0.25,0.125,60159.29066666667,0.25,0.21975806451612903,0.22202327663384064,0.2375,0.23717948717948717,5.51,0.23076923076923078,0.21153846153846154,295.0,0.2128982128982129,0.2708333333333333,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,1
385,74990.0,0,0.2857142857142857,70663.84589220061,0.1724137931034483,0.11764705882352941,65470.84581395349,0.1111111111111111,0.19616204690831557,0.22202327663384064,0.219526285384171,0.2213066509711595,28.96,0.2222222222222222,0.21830985915492956,350.13,0.2128982128982129,0.20408163265306123,0,0,0,1,1,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0
386,74990.0,0,0.2916666666666667,70663.84589220061,0.1724137931034483,0.11764705882352941,58530.07004632452,0.22695035460992907,0.18902439024390244,0.22202327663384064,0.15877437325905291,0.16165951359084407,8.51,0.14285714285714285,0.22297297297297297,61.25,0.22784810126582278,0.18944099378881987,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1
387,74990.0,0,0.09090909090909091,70663.84589220061,0.1724137931034483,0.11764705882352941,58530.07004632452,0.228310502283105,0.21975806451612903,0.20665083135391923,0.219526285384171,0.2213066509711595,19.24,0.07142857142857142,0.22297297297297297,577.97,0.22784810126582278,0.18944099378881987,0,0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1
388,74990.0,0,0.18617021276595744,70663.84589220061,0.1724137931034483,0.11764705882352941,58530.07004632452,0.3333333333333333,0.19616204690831557,0.20021762785636563,0.219526285384171,0.2213066509711595,9.99,0.07142857142857142,0.2,5911.92,0.2128982128982129,0.20833333333333334,0,1,0,1,1,0,0,1,1,0,0,1,0,1,0,0,1,0,1,0,1,1,0,1,0,1,0,0,1,1,0,0,1,1,1,0,0,0,0,1
389,74990.0,0,0.19117647058823528,70663.84589220061,0.1724137931034483,0.11764705882352941,58530.07004632452,0.16666666666666666,0.19616204690831557,0.20021762785636563,0.219526285384171,0.2213066509711595,18.89,0.16666666666666666,0.16346153846153846,2188.83,0.2128982128982129,0.20833333333333334,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,1,0,0,1,1,0,1,0,0,0,1
390,74990.0,0,0.21674876847290642,70663.84589220061,0.1724137931034483,0.11764705882352941,60159.29066666667,0.0,0.22370617696160267,0.22202327663384064,0.219526285384171,0.2213066509711595,36.4,0.16666666666666666,0.22297297297297297,504.23,0.2128982128982129,0.18944099378881987,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1
391,74990.0,1,0.19117647058823528,70663.84589220061,0.1724137931034483,0.11764705882352941,58530.07004632452,0.22695035460992907,0.2006880733944954,0.20021762785636563,0.219526285384171,0.2213066509711595,16.85,0.23809523809523808,0.140625,21917.85,0.16981132075471697,0.2708333333333333,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,1,1,0,1,0,0,0,1
392,74990.0,0,0.24390243902439024,70663.84589220061,0.1724137931034483,0.11764705882352941,58530.07004632452,0.08333333333333333,0.19616204690831557,0.20021762785636563,0.15877437325905291,0.16165951359084407,27.17,0.06666666666666667,0.2,563.63,0.125,0.20833333333333334,0,0,0,1,1,0,0,1,1,0,0,1,0,1,0,0,1,0,1,0,1,1,0,1,0,1,0,0,1,1,0,0,1,1,0,1,0,0,0,1
393,63074.0,0,0.22580645161290322,61952.55186924547,0.1724137931034483,0.0,60159.29066666667,0.0967741935483871,0.18902439024390244,0.22202327663384064,0.219526285384171,0.2213066509711595,25.15,0.0,0.2537313432835821,257.39,0.23157894736842105,0.21344902386117137,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1
394,63074.0,0,0.21674876847290642,61952.55186924547,0.1724137931034483,0.0,65470.84581395349,0.2413793103448276,0.19616204690831557,0.20021762785636563,0.219526285384171,0.2213066509711595,30.08,0.42857142857142855,0.22807017543859648,13913.1,0.12244897959183673,0.21344902386117137,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,1,1,0,1,0,1,0,0,1,1,0,0,1,1,1,0,0,0,0,1
395,58716.0,0,0.0,63015.29922564382,0.21428571428571427,0.16666666666666666,60416.3413122257,0.25,0.21975806451612903,0.20665083135391923,0.219526285384171,0.2213066509711595,7.04,0.14814814814814814,0.2028985507246377,12273.95,0.13157894736842105,0.21344902386117137,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1
396,58716.0,0,0.19117647058823528,63015.29922564382,0.21428571428571427,0.16666666666666666,58530.07004632452,0.2,0.2006880733944954,0.2032967032967033,0.15877437325905291,0.16165951359084407,14.98,0.2222222222222222,0.22388059701492538,19264.09,0.2463768115942029,0.21344902386117137,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1
397,53134.0,0,0.2721518987341772,57224.78137665435,0.42857142857142855,0.16666666666666666,57805.34133826818,0.0,0.2006880733944954,0.20021762785636563,0.219526285384171,0.2213066509711595,12.13,0.0,0.22297297297297297,382.42,0.22289156626506024,0.21344902386117137,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,1,0,0,1,1,0,1,0,0,0,1
398,53134.0,1,0.1782178217821782,57224.78137665435,0.42857142857142855,0.16666666666666666,60159.29066666667,0.25,0.22370617696160267,0.22202327663384064,0.219526285384171,0.2213066509711595,23.98,0.3,0.2328767123287671,12281.6,0.2128982128982129,0.21344902386117137,0,0,1,1,0,0,1,1,1,0,0,0,1,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1
399,68494.0,0,0.22580645161290322,71797.12773062222,0.21212121212121213,0.3333333333333333,58530.07004632452,0.25,0.2006880733944954,0.20665083135391923,0.2375,0.23717948717948717,29.22,0.18181818181818182,0.1206896551724138,2910.62,0.08823529411764706,0.18944099378881987,0,0,0,1,1,0,0,1,1,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1
400,68494.0,0,0.0,71797.12773062222,0.21212121212121213,0.3333333333333333,58530.07004632452,0.24444444444444444,0.19616204690831557,0.20021762785636563,0.219526285384171,0.2213066509711595,29.91,0.14285714285714285,0.23943661971830985,15187.95,0.2,0.18944099378881987,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,0,0,1
401,56794.0,0,0.22580645161290322,57361.50399544904,0.0,0.25,58530.07004632452,0.228310502283105,0.22370617696160267,0.22202327663384064,0.15877437325905291,0.16165951359084407,15.15,0.21052631578947367,0.3709677419354839,1488.73,0.23157894736842105,0.18944099378881987,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1
402,56794.0,0,0.18867924528301888,57361.50399544904,0.0,0.25,58530.07004632452,0.0,0.2006880733944954,0.22202327663384064,0.219526285384171,0.2213066509711595,29.75,0.3,0.22916666666666666,16598.18,0.2128982128982129,0.18944099378881987,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
403,76516.0,1,0.15555555555555556,72980.57052787908,0.14285714285714285,0.125,58530.07004632452,0.228310502283105,0.2549800796812749,0.22202327663384064,0.18120805369127516,0.18439716312056736,5.73,0.23076923076923078,0.2109375,459.58,0.2128982128982129,0.2,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0
404,38197.0,0,0.18617021276595744,38679.6493347901,0.1111111111111111,0.1111111111111111,58530.07004632452,0.0,0.2006880733944954,0.20665083135391923,0.15877437325905291,0.16165951359084407,21.59,0.0,0.18518518518518517,8686.53,0.18181818181818182,0.2,0,0,0,1,1,0,0,1,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1
405,38197.0,0,0.19753086419753085,38679.6493347901,0.1111111111111111,0.1111111111111111,61703.59531396649,0.228310502283105,0.19616204690831557,0.20021762785636563,0.219526285384171,0.2213066509711595,18.45,0.14285714285714285,0.3709677419354839,1291.84,0.2128982128982129,0.18944099378881987,0,0,1,1,1,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,1,0,1,0,1,0,0,1,1,0,0,1,1,0,1,0,0,0,1
406,54643.0,1,0.19753086419753085,55788.9969928159,0.5,0.2,58530.07004632452,1.0,0.2006880733944954,0.22202327663384064,0.219526285384171,0.2213066509711595,23.96,0.2,0.2413793103448276,27.49,0.2128982128982129,0.18944099378881987,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
407,54643.0,0,0.17647058823529413,55788.9969928159,0.5,0.2,58530.07004632452,0.0,0.22370617696160267,0.22202327663384064,0.15877437325905291,0.16165951359084407,13.92,0.0,0.11538461538461539,8524.84,0.23157894736842105,0.18,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1
408,53134.0,1,0.18617021276595744,54685.82959766322,0.2857142857142857,0.25,61703.59531396649,0.3333333333333333,0.22370617696160267,0.22202327663384064,0.15877437325905291,0.16165951359084407,23.23,0.4,0.3709677419354839,6039.47,0.23157894736842105,0.18944099378881987,0,0,1,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,1,0,0,0,0,1
409,53134.0,0,0.19753086419753085,54685.82959766322,0.2857142857142857,0.25,58530.07004632452,0.0,0.2006880733944954,0.2032967032967033,0.15877437325905291,0.16165951359084407,2.8,0.0,0.22388059701492538,3240.43,0.2128982128982129,0.18,0,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
410,51315.0,0,0.15555555555555556,58904.13979385607,0.0,0.0,60416.3413122257,0.2,0.21975806451612903,0.22202327663384064,0.15877437325905291,0.16165951359084407,12.51,0.2727272727272727,0.10256410256410256,6735.02,0.16981132075471697,0.21344902386117137,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1
411,57148.0,0,0.0,58904.13979385607,0.0,0.0,58530.07004632452,0.125,0.19616204690831557,0.20021762785636563,0.15877437325905291,0.16165951359084407,14.79,0.22727272727272727,0.16346153846153846,304.07,0.2128982128982129,0.2,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,1,1,0,1,0,1,0,0,1,1,0,0,1,1,0,1,0,0,0,1
412,47450.0,0,0.15555555555555556,49413.72174765044,0.28125,0.0,58530.07004632452,0.18181818181818182,0.2006880733944954,0.20021762785636563,0.18120805369127516,0.125,33.75,0.22727272727272727,0.22297297297297297,715.51,0.25806451612903225,0.16,0,0,0,1,1,0,0,1,0,0,1,0,1,1,0,1,0,1,1,0,0,1,0,0,0,1,0,0,1,1,0,0,1,1,0,1,0,0,0,1
413,73576.0,1,0.21674876847290642,71827.07139192762,0.2857142857142857,0.2222222222222222,57805.34133826818,0.18181818181818182,0.19616204690831557,0.20021762785636563,0.15877437325905291,0.16165951359084407,31.62,0.25,0.22297297297297297,477.93,0.22784810126582278,0.18944099378881987,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,1,1,0,1,0,1,0,0,1,1,0,0,1,1,0,1,0,0,0,1
414,363.92,0,0.2721518987341772,14778.663423989316,0.3076923076923077,0.0,58530.07004632452,0.26666666666666666,0.22370617696160267,0.20665083135391923,0.219526285384171,0.2213066509711595,23.98,0.2,0.1346153846153846,3494.09,0.2463768115942029,0.20408163265306123,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1
415,363.92,0,0.23232323232323232,14778.663423989316,0.3076923076923077,0.0,57805.34133826818,0.20444444444444446,0.2006880733944954,0.22202327663384064,0.219526285384171,0.2213066509711595,16.7,0.1111111111111111,0.15625,4090.09,0.23157894736842105,0.18944099378881987,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,1,1,0,0,1,1,0,0,1,0,0,0,1
416,56261.0,1,0.19753086419753085,51503.93452562561,0.17391304347826086,0.25,58530.07004632452,0.25,0.2006880733944954,0.22202327663384064,0.219526285384171,0.2213066509711595,18.34,0.38461538461538464,0.16346153846153846,390.07,0.2128982128982129,0.18944099378881987,0,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
417,56261.0,0,0.0,51503.93452562561,0.17391304347826086,0.25,60416.3413122257,0.0,0.22370617696160267,0.22202327663384064,0.15877437325905291,0.16165951359084407,18.6,0.3333333333333333,0.2109375,251.23,0.2128982128982129,0.2708333333333333,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0
418,58675.0,0,0.19753086419753085,58904.13979385607,0.2830188679245283,0.0,57805.34133826818,0.0,0.2006880733944954,0.2032967032967033,0.219526285384171,0.2213066509711595,20.37,0.1,0.22058823529411764,4132.68,0.1276595744680851,0.20408163265306123,0,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1
419,54643.0,0,0.15942028985507245,58904.13979385607,0.22807017543859648,0.0,57805.34133826818,0.0,0.2549800796812749,0.1935483870967742,0.219526285384171,0.2213066509711595,37.26,0.09523809523809523,0.328125,749.65,0.23809523809523808,0.18944099378881987,0,0,1,1,0,0,1,0,1,0,0,1,1,1,0,0,1,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1
420,79471.0,0,0.21674876847290642,58904.13979385607,0.2564102564102564,0.14285714285714285,60159.29066666667,0.3125,0.2549800796812749,0.20021762785636563,0.15877437325905291,0.16165951359084407,16.95,0.0,0.22297297297297297,451.41,0.22784810126582278,0.18944099378881987,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,1,0,0,1,1,0,1,0,0,0,1
421,57148.0,0,0.3333333333333333,58904.13979385607,0.0,0.0,58530.07004632452,0.125,0.21975806451612903,0.1935483870967742,0.18120805369127516,0.18439716312056736,27.58,0.14814814814814814,0.22297297297297297,331.03,0.22784810126582278,0.20833333333333334,0,0,0,1,1,0,1,1,0,0,0,1,1,1,0,0,1,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
422,56114.0,0,0.18617021276595744,58904.13979385607,0.0,0.0,57805.34133826818,0.0,0.21975806451612903,0.22202327663384064,0.219526285384171,0.2213066509711595,11.19,0.0,0.22297297297297297,338.75,0.2128982128982129,0.20833333333333334,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
423,54643.0,0,0.2222222222222222,77470.34803433435,0.2926829268292683,0.18181818181818182,60416.3413122257,0.20444444444444446,0.2006880733944954,0.20021762785636563,0.219526285384171,0.2213066509711595,22.42,0.4,0.20408163265306123,3362.06,0.20689655172413793,0.18944099378881987,0,0,0,1,1,0,0,1,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1,1,0,0,1,1,0,1,0,0,0,1
424,54643.0,0,0.18617021276595744,77470.34803433435,0.2926829268292683,0.18181818181818182,60416.3413122257,0.0,0.21975806451612903,0.2032967032967033,0.18120805369127516,0.18439716312056736,26.9,0.0,0.22297297297297297,331.3,0.2128982128982129,0.2708333333333333,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
425,45270.0,1,0.2222222222222222,46842.51303602004,0.5,0.5,58530.07004632452,1.0,0.2549800796812749,0.20665083135391923,0.15877437325905291,0.16165951359084407,13.54,0.25,0.2318840579710145,18655.79,0.2128982128982129,0.20833333333333334,0,0,0,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,1,1,0,1,0,0,0,1
426,45270.0,0,0.22580645161290322,46842.51303602004,0.5,0.5,58530.07004632452,0.25,0.13333333333333333,0.20021762785636563,0.219526285384171,0.2213066509711595,10.12,0.14814814814814814,0.1206896551724138,3041.24,0.2128982128982129,0.21344902386117137,0,0,0,1,1,0,0,1,1,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,1,1,0,0,1,1,0,0,1,1,0,1,0,0,0,1
427,52143.0,0,0.21674876847290642,53261.84423593218,0.0,0.0,57805.34133826818,0.42857142857142855,0.2006880733944954,0.2032967032967033,0.219526285384171,0.2213066509711595,10.17,0.1111111111111111,0.22580645161290322,387.96,0.22289156626506024,0.21344902386117137,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,1,1
428,52143.0,0,0.3333333333333333,53261.84423593218,0.0,0.0,58530.07004632452,0.0,0.2006880733944954,0.1935483870967742,0.219526285384171,0.2213066509711595,17.42,0.2,0.25,10420.2,0.2463768115942029,0.21344902386117137,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1
429,63074.0,1,0.2721518987341772,64166.50239347622,0.42857142857142855,0.375,58530.07004632452,0.3333333333333333,0.2006880733944954,0.22202327663384064,0.15877437325905291,0.125,16.86,0.3,0.3709677419354839,2632.94,0.22289156626506024,0.21344902386117137,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
